ID,item_cnt_month
0,0.3095483750161492
1,0.5586511469002602
2,0.34617421773678814
3,0.2363242935316379
4,0.29825501850986313
5,0.3555942935800971
6,0.5657658354668484
7,0.736439976971198
8,0.9383722613979586
9,0.34201432364405093
10,0.6385561725110307
11,0.43470671610602096
12,0.7426601270571638
13,0.17268029738603732
14,0.5347183600129455
15,0.7249697082918232
16,0.9478087640743382
17,0.7309359358703631
18,0.586974363344055
19,0.514133572144928
20,0.8892128626613527
21,0.21960214598628627
22,0.5256720385685156
23,0.25023400534870177
24,0.356840238670614
25,0.1927372978282307
26,0.05842510314816709
27,0.0
28,0.0
29,0.182690064331851
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.8051107809807405
39,0.8057712987940846
40,0.8712458838259494
41,0.4745541185352664
42,0.6375999515018549
43,0.7553077720786661
44,0.8417143394650708
45,0.7419765606657762
46,1.0068981509259771
47,0.8576217416337641
48,0.8298434122103089
49,0.9491001241151338
50,0.9974923345966289
51,0.8061015577006998
52,0.6773623440317493
53,0.8075877227808377
54,2.107817293982663
55,0.9402420182897657
56,0.8711209614157838
57,0.8208834847440869
58,1.5119092469885658
59,1.6381703220457098
60,1.3333678057953193
61,0.6432314079059722
62,0.5782813010018657
63,0.6302288257316491
64,0.509527840759489
65,0.8474625607848623
66,0.5727762527713196
67,0.49310059346915125
68,0.5103291564305295
69,0.5341109704713602
70,0.8420132888248162
71,0.9568151865857573
72,0.5083570395421901
73,0.9602589967989132
74,0.5249975931429702
75,0.6053958017148773
76,0.5842191733654403
77,0.5314900580531514
78,0.5838752387741408
79,0.6313135348955825
80,0.6908943386472544
81,0.9236878464625136
82,0.8201916117027537
83,0.545666859444367
84,0.49611839332310126
85,0.5236678319949277
86,0.4740408225980133
87,0.8384791897108954
88,0.9917634727766398
89,0.7285308650418045
90,0.4968561047453619
91,0.4229046443972635
92,0.8183861685971152
93,0.37552842269387554
94,0.6604930369413893
95,0.7699064868575789
96,0.36407964093110934
97,0.4277459112111188
98,0.2578056396639141
99,1.1194011405332276
100,1.1803474643504757
101,0.744821343039348
102,0.48689164382057015
103,0.48311134900023944
104,0.4661844925753229
105,0.8045289029175677
106,0.7934652295440117
107,0.9662123321803051
108,0.8483429771922886
109,0.7792640965571849
110,0.5874146736709775
111,0.36474023908643005
112,0.37614486774877776
113,0.4985570454064572
114,0.451553554184315
115,0.11252118324848939
116,0.19614155875315478
117,0.5123045396534991
118,1.1910508955787833
119,0.7290829531597325
120,0.7642955080698499
121,0.731806419241039
122,0.7609247696656922
123,0.7723365948143197
124,0.7623730614240145
125,0.7924442432734082
126,0.7005989615096979
127,0.14705456875664427
128,0.4024846737490435
129,0.0
130,0.7219074894061492
131,0.00886321466983022
132,0.0
133,0.2718914610287726
134,0.7294033609336594
135,0.2789948997560856
136,0.26334271915193597
137,0.23101383421045799
138,0.3131472695571489
139,0.2305332225489707
140,0.19216811312249152
141,0.20685907040355292
142,0.49056451142031676
143,0.16983582099625497
144,0.6587839863098708
145,0.6586237824227084
146,0.6584635785356028
147,0.46752073239476033
148,0.42635505293493736
149,0.6833933994225418
150,0.13543864946355202
151,0.13654571273197294
152,0.8745435186950914
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.4373950209781725
164,0.0
165,0.13523228971224913
166,0.0
167,0.1353924935993547
168,0.12372991010091997
169,0.14506415699072764
170,0.0
171,0.0
172,0.536673365213133
173,0.06252016213746006
174,0.12999731185836086
175,0.5473681852814849
176,0.0
177,0.0
178,0.0
179,0.0
180,0.082797312620599
181,0.005674964043933549
182,0.0
183,0.0
184,0.0
185,0.0
186,0.25971071003102963
187,0.5692778050702287
188,0.5120641325624575
189,0.5122243364495631
190,0.013261417254952355
191,0.2251656635724402
192,0.5282402886846711
193,0.04161057765988121
194,0.061038598409666654
195,0.20770848690982294
196,0.0
197,0.6475755222383697
198,0.2501463174392171
199,0.05700088718616316
200,0.0
201,0.05650549882624036
202,0.0
203,0.3646529582151885
204,0.07923133392661444
205,0.018133516534206272
206,0.0022262395314527547
207,0.0941585305915709
208,0.3250238679286923
209,0.19663802095296037
210,0.16396901697866897
211,0.47531554210620186
212,0.47366424757287007
213,0.5023701446671822
214,0.023417578699010753
215,0.13816484253932518
216,0.13654210037621797
217,0.11177132091434319
218,0.38924627562828107
219,0.17344376552556187
220,0.3149610291435323
221,0.0
222,0.4996664012662251
223,0.23540906378478613
224,0.4313738887401115
225,0.5409559371338872
226,0.3133514215583233
227,0.1571709970760509
228,0.3311022880044874
229,0.5594520295911849
230,0.2653230909113091
231,0.0
232,0.07357726337922091
233,0.3305832576247809
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.389242085376722
240,0.4652003802463156
241,0.23351232985511675
242,0.0
243,0.0
244,0.39104475176425524
245,0.4597721819722693
246,0.2610108351176592
247,0.04515145870614392
248,0.13616932473554758
249,0.0
250,0.04863949519567259
251,0.0720824365804589
252,0.1388663706373592
253,0.3873071243596513
254,0.3481930615630944
255,1.351790898527426
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.010985384772837413
337,0.054529193216538395
338,0.021511040988016837
339,0.014979715196957975
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.1556118942072118
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.3197410072407081
397,0.5945334943756819
398,0.6432587773816465
399,0.513536335024213
400,0.5899694028287001
401,0.6315632105040976
402,0.9626395253392275
403,1.1277314311077333
404,0.7484192003547321
405,0.6727919573358321
406,0.7889093935118581
407,0.6892192038759077
408,1.1220504408075271
409,0.7839007407711591
410,0.34487619887572407
411,0.9723381833672704
412,0.9454700976442183
413,0.7227956630594861
414,0.6389654115948673
415,1.1851158704485272
416,0.6621490809266817
417,0.7845612585844464
418,0.7096647382026617
419,1.012922273027499
420,1.1142654656504334
421,1.4055475490251013
422,0.6592048921211813
423,0.6483720426527668
424,0.6238938168933927
425,0.6563691390441946
426,0.678383020089413
427,0.9974001044139342
428,0.8277150065050307
429,0.8928301777851289
430,0.7272103285556213
431,0.5835650083777537
432,0.9913450837811411
433,0.5618738774669083
434,0.5655924234836505
435,0.7219957806147193
436,1.0013995870491428
437,0.7107536284243068
438,1.171055261885698
439,1.1553403594837164
440,0.6860924406446713
441,0.9344208101663938
442,0.7740477427116019
443,0.7131184908355692
444,0.6409021505871095
445,0.6199491218406337
446,0.616470408390903
447,0.6325429400130176
448,0.597619228432329
449,0.6304248094897957
450,0.5967935811656631
451,0.5974255466087826
452,0.6369390437069455
453,0.7593512213647529
454,0.7045650425986025
455,0.5631338004712987
456,0.6837433041297345
457,0.3490447744033389
458,0.6049332807398855
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.6982338754798292
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.5730333429557817
494,0.0
495,0.764926419644965
496,0.19365830415016208
